ID,Nome,Tipo,Documento,Email,Telefone,Endereco,Status
1559,Sabrina Peixoto,Cliente,046.837.925-83,laura15@example.org,61 5036-1281,"Alameda Gustavo Henrique Guerra, 482, Vila Ecológica, 91419-288 Fogaça Paulista / CE",Inativo
1560,Sra. Mirella Cunha,Cliente,375.641.829-46,montenegromaria-luisa@example.org,+55 11 1923-9936,"Área Vieira, 89, Flavio Marques Lisboa, 52529097 Moraes da Prata / GO",Ativo
1561,Alícia Cassiano,Cliente,926.051.437-16,da-rochavitor@example.org,+55 (084) 0056 8613,"Morro Maria Costela, 977, Vila São Gabriel, 15341221 Fonseca da Praia / RO",Ativo
1562,João Lucas Araújo,Cliente,183.705.269-77,ffogaca@example.net,0800-931-5905,"Rodovia de Viana, 77, Ernesto Nascimento, 63884-669 Alves de Camargo / AC",Ativo
1563,Ian Monteiro,Fornecedor,31.682.495/0001-00,da-pazguilherme@example.net,+55 81 6426 3744,"Viela Pereira, 51, Suzana, 92815-149 Machado do Campo / PE",Ativo
1564,Maria Luísa da Luz,Cliente,369.280.417-22,ccunha@example.net,41 8293 1719,"Trevo Milena Fernandes, 42, Itapoa, 44397918 Araújo do Galho / AC",Inativo
1565,Luana Freitas,Cliente,974.021.653-61,maria78@example.com,+55 61 9580-1395,"Lagoa Ramos, 505, Anchieta, 35694038 da Costa da Mata / PA",Inativo
1566,Dr. Enzo Pereira,Cliente,619.508.273-21,calebsa@example.com,0800-907-4474,"Morro Melina Vieira, 91, Belmonte, 38284-278 Leão / RR",Inativo
1567,Luigi Jesus,Cliente,932.604.587-00,ana-laura42@example.net,41 5743 1759,"Esplanada de Lopes, 90, Conjunto Providencia, 10945027 Mendonça / RR",Ativo
1568,Antonella Peixoto,Cliente,498.502.137-79,qcunha@example.net,31 2972-9593,"Setor de Ramos, 462, Santa Rita De Cássia, 72797-161 Duarte de Caldeira / SC",Ativo
1569,Dr. Isaque da Costa,Cliente,473.150.896-75,aragaoana-julia@example.com,+55 (011) 0330 9763,"Via de da Rosa, 5, Piraja, 81838-796 Melo de da Costa / MG",Inativo
1570,Mariane Vasconcelos,Fornecedor,86.247.590/0001-77,bernardo32@example.com,+55 51 3302 0228,"Estação Ana Laura Souza, Jardim São José, 50228777 Macedo Paulista / AL",Inativo
1571,Bruno Pereira,Cliente,368.019.274-69,oliveiraheitor@example.com,+55 31 3565-8371,"Recanto Araújo, 66, Vila União, 46652-291 Silva do Galho / AP",Inativo
1572,Kevin Caldeira,Cliente,312.567.849-82,casa-grandegiovanna@example.org,+55 (041) 6262 6237,"Via Lima, 65, Vitoria, 23232229 Sales / PR",Ativo
1573,Sr. Raul Gomes,Cliente,912.753.684-09,jose-pedro56@example.org,+55 41 0489 1761,"Conjunto Maria Júlia Garcia, 45, Lourdes, 29759695 Campos de Goiás / PB",Ativo
1574,Catarina Souza,Fornecedor,41.809.235/0001-06,maysasampaio@example.net,(051) 4965 8998,"Praça Luiza Barros, 8, Nazare, 46253-585 Vasconcelos de Campos / RR",Inativo
1575,Sra. Sarah Carvalho,Fornecedor,07.153.492/0001-02,santosantonella@example.org,84 2801-8357,"Trevo de Oliveira, 371, Diamante, 78301202 Novaes de Santos / RJ",Ativo
1576,Arthur Sales,Fornecedor,45.120.389/0001-47,julianaalmeida@example.org,(051) 3241 7586,"Lagoa Barros, 98, Vila Paquetá, 07889-922 Marques Verde / RN",Inativo
1577,Davi Lucca da Rocha,Fornecedor,20.596.731/0001-59,matheuscasa-grande@example.net,+55 (011) 3759-1173,"Avenida de Casa Grande, 24, São Cristóvão, 80315035 Azevedo Verde / PA",Ativo
1578,Marina Teixeira,Fornecedor,27.185.630/0001-34,gfogaca@example.org,+55 81 7402 7674,"Quadra Martins, 48, Xangri-Lá, 25402-358 Carvalho do Campo / ES",Ativo
1579,Eloah Nunes,Cliente,836.245.970-00,xmarques@example.com,41 4471-5852,"Ladeira Olivia Mendes, Vila Inestan, 31040-211 Nunes / RR",Inativo
1580,Pedro Miguel Oliveira,Cliente,24.086.135/0001-80,email_invalid,ABC123,"Setor Rezende, 33, Vila Petropolis, 76440352 Cardoso / SE",ativo
1581,Thomas Rezende,Fornecedor,18.406.395/0001-92,vda-cruz@example.org,+55 (071) 5773-9385,"Colônia Leandro Porto, Santa Branca, 20831283 Lima / MS",Inativo
1582,Otto da Cunha,Fornecedor,93.705.421/0001-07,da-conceicaoemilly@example.org,(061) 1830-5165,"Setor Moura, 12, João Alfredo, 80930-789 Peixoto / RS",Ativo
1583,Rhavi Almeida,Cliente,53.162.809/0001-86,email_invalid,ABC123,"Estrada Pietra Campos, 50, Jaqueline, 45689-623 Araújo / RR",ativo
1584,Erick Rodrigues,Fornecedor,93.501.276/0001-34,alicia55@example.net,(041) 0940 3365,"Praça Pietro Barros, 3, Corumbiara, 22135944 Cavalcante da Praia / AM",Inativo
1585,Bruna Barbosa,Cliente,293.815.604-98,monteirodiego@example.net,+55 (051) 4522 7247,"Avenida Henry Gabriel Porto, 63, Colégio Batista, 30396-143 Barros / PA",Ativo
1586,Juliana Campos,Cliente,713.245.689-09,carolinemendes@example.org,+55 (084) 5569 8529,"Via Pimenta, 79, Vila União, 66398-717 Azevedo do Amparo / PA",Ativo
1587,Mariane das Neves,Fornecedor,40.381.976/0001-76,asafesiqueira@example.com,+55 51 1659 5516,"Feira Mateus Pastor, 81, Vila São Gabriel, 84470555 Gonçalves / AC",Ativo
1588,Sr. Arthur Gabriel Ribeiro,Cliente,302.695.184-60,beatrizcampos@example.com,+55 (011) 2396-8736,"Morro de Ferreira, 6, Vila Petropolis, 97327479 Lopes do Amparo / RR",Ativo
1589,Zoe Correia,Cliente,647.509.283-56,gustavocostela@example.com,+55 (031) 2703-4284,"Aeroporto de Ferreira, 356, Betânia, 43302351 Alves / CE",Ativo
1590,Isabella Vargas,Cliente,845.291.673-64,zsilveira@example.net,(031) 0476 6369,"Passarela Brito, Ermelinda, 24217519 Moreira / BA",Ativo
1591,Srta. Luara Porto,Cliente,820.341.569-51,kda-rosa@example.org,+55 61 2071-5757,"Pátio Ana Aparecida, 62, João Paulo Ii, 70338774 Cunha / RN",Ativo
1592,Dr. Nathan Siqueira,Fornecedor,42.860.937/0001-87,noahda-costa@example.net,+55 61 7095-0935,"Ladeira de Machado, 80, Biquinhas, 16428-360 Teixeira do Galho / RJ",Inativo
1593,Emanuelly Guerra,Fornecedor,10.785.329/0001-69,rezendepedro@example.org,+55 81 2273 4564,"Ladeira Rios, 58, Guarani, 58164436 Vargas do Oeste / DF",Ativo
1594,Thiago Brito,Cliente,975.814.603-39,clarice55@example.org,+55 41 0112-5819,"Largo Sophie Pereira, 70, Buritis, 61826-123 Camargo / TO",Inativo
1595,Sra. Olívia Teixeira,Cliente,295.138.074-79,maria-eduardasampaio@example.net,0500-673-4890,"Feira Henry Gabriel da Conceição, 194, Santa Monica, 11180826 Freitas / SC",Inativo
1596,Laís Jesus,Fornecedor,62.015.743/0001-92,naragao@example.org,(041) 6082-2680,"Vila Diogo Carvalho, 649, Vila Nova Gameleira 3ª Seção, 82872-271 Aragão / MA",Ativo
1597,Sr. Oliver Souza,Fornecedor,83.250.491/0001-56,duartejuliana@example.org,0800 167 0437,"Residencial de Rocha, 7, Vila Copasa, 17900-335 Mendes / RS",Ativo
1598,Mariah Almeida,Cliente,257.439.618-91,daniel92@example.com,+55 (011) 6451 0327,"Viela Lucca Marques, Cidade Jardim, 96206-002 Brito das Flores / PA",Inativo
1599,Cauã Correia,Cliente,761.805.923-30,clarasa@example.net,(031) 6040-5432,"Estação Dias, Vila Independencia 1ª Seção, 72973677 da Rosa / SE",Inativo
1600,Olívia Teixeira,Fornecedor,64.103.895/0001-72,salesdaniela@example.org,11 4304-6561,"Esplanada Leandro Borges, Barreiro, 47824978 Macedo / MG",Inativo
1601,Dra. Aurora Campos,Fornecedor,46.231.590/0001-64,kevindias@example.org,+55 84 0030 8728,"Jardim Mendes, Planalto, 51478-808 Campos de Minas / SC",Inativo
1602,Isadora da Rosa,Cliente,804.723.516-80,cecilia33@example.net,+55 (061) 5217 5904,"Largo de Vieira, 5, Alto Vera Cruz, 57534-907 Oliveira / MG",Ativo
1603,Otto Nogueira,Cliente,482.067.519-20,jose62@example.com,+55 (031) 8149 4296,"Passarela Mathias Oliveira, 24, Vila Copacabana, 82704758 Cirino / RN",Ativo
1604,Sr. Dante Rezende,Fornecedor,45.918.036/0001-97,fduarte@example.org,(041) 8757-2609,"Viela de Nogueira, 61, Nossa Senhora Da Aparecida, 12616-604 Fogaça / SC",Ativo
1605,Ayla Lima,Fornecedor,428.307.165-07,email_invalid,ABC123,"Conjunto de Novais, Jardim Leblon, 61024991 Pires do Sul / MT",Desativo
1606,Joaquim Lopes,Fornecedor,96.218.750/0001-03,aragaomelissa@example.org,(021) 2315-1136,"Praça João Guilherme Sales, 34, Lorena, 64752-087 Lima / PR",Inativo
1607,Vitor Campos,Cliente,413.697.825-19,ana-liz43@example.net,61 6399-1430,"Vereda Benjamim da Mata, 38, Vila Jardim São José, 01068248 Nogueira / RN",Ativo
1608,Luiza Moraes,Fornecedor,80.936.475/0001-23,dfogaca@example.org,+55 (084) 5048-7927,"Praça de Moreira, 89, Fernão Dias, 14009-528 Santos / RJ",Inativo
1609,Dra. Kamilly Gonçalves,Fornecedor,40.763.582/0001-82,riosana-laura@example.org,(021) 1634-1904,"Viela de Cirino, 3, São Francisco Das Chagas, 63955518 Carvalho do Oeste / SE",Ativo
1610,Srta. Elisa Pereira,Cliente,160.925.738-30,alexandre55@example.org,+55 (021) 1464 5940,"Conjunto de Machado, Rio Branco, 17972-389 Cardoso / CE",Inativo
1611,Juan Fogaça,Cliente,705.186.294-49,lnogueira@example.org,+55 (031) 0132-4864,"Favela Campos, Bairro Das Indústrias Ii, 22937538 Abreu / BA",Ativo
1612,Cecilia Sá,Fornecedor,62.935.471/0001-49,matheussilveira@example.com,+55 (031) 1529 7607,"Distrito Enrico Leão, 1, Cenaculo, 86746427 Araújo / SE",Ativo
1613,Jade Pires,Cliente,16.432.597/0001-83,email_invalid,ABC123,"Rodovia de Nascimento, 69, Olaria, 80293449 Borges / TO",Desativo
1614,Joaquim Gomes,Fornecedor,78.901.325/0001-32,lopesayla@example.net,+55 (031) 5658-7239,"Avenida de Aragão, 93, Novo Santa Cecilia, 64853-432 da Costa de Minas / AC",Inativo
1615,Juliana Cunha,Cliente,158.920.476-01,bcamara@example.com,0900 272 7794,"Rodovia de Cavalcante, 64, Vista Do Sol, 38272557 Gomes do Campo / BA",Inativo
1616,Esther Cirino,Fornecedor,07.681.439/0001-76,emanuelly72@example.net,+55 (084) 1687-3818,"Viaduto Henrique Camargo, Novo Aarão Reis, 52471411 da Rosa / SP",Ativo
1617,Theodoro Cavalcante,Fornecedor,62.314.957/0001-60,ccasa-grande@example.net,+55 (051) 0569 5755,"Estrada Pacheco, 824, Coração Eucarístico, 20955-579 da Luz / RN",Ativo
1618,Laura Montenegro,Fornecedor,41.037.895/0001-16,ribeiroolivia@example.org,(081) 2043 1908,"Trecho de Freitas, 42, Santo André, 62154-682 da Cruz de Viana / MT",Ativo
1619,Valentina Moreira,Fornecedor,36.714.250/0001-30,liamviana@example.com,+55 (011) 6351 9694,"Favela Anna Liz Teixeira, 957, Vila Dos Anjos, 27574-238 Aparecida de Minas / ES",Ativo
1620,Hellena da Mata,Cliente,041.352.869-33,ecamara@example.org,71 5720 8319,"Estrada de Gomes, Outro, 69953160 Souza de Goiás / RN",Ativo
1621,Vitor Gabriel da Costa,Fornecedor,70.546.218/0001-21,gabreu@example.net,(084) 4852 5118,"Rodovia Aurora Nunes, 282, Bandeirantes, 85766364 Sampaio de Minas / SP",Ativo
1622,Srta. Ana Lívia Pimenta,Cliente,81.769.402/0001-57,email_invalid,ABC123,"Fazenda Porto, 94, Ermelinda, 46414237 Marques / MG",Desativo
1623,Luiz Miguel Garcia,Fornecedor,27.819.450/0001-67,cassianoravi@example.net,+55 11 8525 9698,"Pátio Mendes, 51, Vila São Rafael, 73807896 Azevedo de Goiás / BA",Ativo
1624,Vinicius Fonseca,Fornecedor,25.083.946/0001-90,wfernandes@example.net,(084) 3329 6373,"Distrito de Melo, 48, Minaslandia, 60209-179 Mendes das Pedras / ES",Inativo
1625,Murilo Cavalcanti,Cliente,546.790.328-47,diegovargas@example.net,(081) 4598-3555,"Conjunto Farias, 3, Suzana, 92340-950 da Costa / PE",Inativo
1626,Manuela Fernandes,Cliente,027.413.598-14,hellenamontenegro@example.org,0900 104 0382,"Trevo Costela, 32, Castanheira, 53492427 Pacheco / AM",Ativo
1627,Manuella Araújo,Cliente,321.548.769-19,luiz-otavio68@example.net,21 4530-4929,"Morro Catarina Correia, 6, Gameleira, 44380-867 Leão da Prata / RN",Ativo
1628,Carolina Campos,Cliente,560.792.814-49,das-neveslucca@example.com,+55 71 0247 3918,"Fazenda Cunha, 52, Paraíso, 07913-491 Andrade / RJ",Inativo
1629,Natália Santos,Fornecedor,91.468.257/0001-28,fmachado@example.com,+55 51 9729 8529,"Setor Pereira, Túnel De Ibirité, 76402-258 Siqueira / AP",Inativo
1630,Srta. Maria Vitória Costela,Fornecedor,95.468.731/0001-72,maria-juliarios@example.com,(021) 6391 0596,"Alameda Eduarda Alves, 103, Outro, 65193748 Souza de Goiás / AC",Inativo
1631,Luiz Miguel Pacheco,Fornecedor,94.601.235/0001-82,liz84@example.org,+55 31 0312 9937,"Campo Gomes, 7, Nazare, 40922221 Ferreira / PB",Inativo
1632,Kamilly Duarte,Fornecedor,38.615.942/0001-57,diasbruno@example.net,+55 (021) 7830-6014,"Ladeira Benjamin Porto, 7, Leticia, 42036964 Marques de Vasconcelos / BA",Inativo
1633,Danilo Pereira,Fornecedor,06.239.754/0001-85,jadeda-conceicao@example.org,(061) 4115-9627,"Conjunto de Fernandes, 74, Cônego Pinheiro 1ª Seção, 19152061 Aragão de Minas / PE",Ativo
1634,Marcos Vinicius Andrade,Fornecedor,70.956.824/0001-15,camila90@example.org,31 6519 9671,"Largo Mendonça, 471, Nova Granada, 84127784 da Paz / AC",Ativo
1635,Ana Clara Fernandes,Cliente,132.957.086-30,maria32@example.net,+55 41 6735 3910,"Jardim Alexia Moreira, Vila Ipiranga, 53934891 da Rosa / AP",Inativo
1636,Thales Freitas,Cliente,758.912.603-95,felipeda-rosa@example.org,+55 21 6682-7172,"Rodovia Albuquerque, 4, Europa, 98042695 Jesus / SE",Inativo
1637,Antônio Dias,Cliente,625.913.407-06,marinaandrade@example.org,81 6005-9601,"Viaduto Guerra, 6, Coqueiros, 18610830 Fernandes de Pinto / GO",Ativo
1638,Ayla Azevedo,Cliente,023.615.478-80,julianadias@example.com,(031) 4164 8354,"Alameda de Sá, 34, Jardim Montanhês, 99376391 Rodrigues / TO",Inativo
1639,Maria Liz Cirino,Fornecedor,05.986.421/0001-57,marcelamartins@example.com,(011) 1867-1157,"Quadra Cavalcanti, 46, Liberdade, 36302367 Mendes / MG",Ativo
1640,Otávio Siqueira,Fornecedor,21.739.540/0001-61,wsilveira@example.org,0800-607-8278,"Via Antony Castro, 33, Aguas Claras, 06070-280 Porto da Serra / GO",Ativo
1641,Mirella Monteiro,Cliente,538.124.796-64,heloisaleao@example.net,+55 (081) 1612-3793,"Feira de Moura, 867, Teixeira Dias, 99637-978 Santos / PE",Ativo
1642,Ana Carolina Nogueira,Cliente,209.681.453-70,pcarvalho@example.net,+55 (051) 6118 1718,"Aeroporto da Mata, 19, Nova Esperança, 34984091 Santos de Goiás / PA",Inativo
1643,Ayla Novaes,Cliente,781.942.563-64,ana-claraguerra@example.com,21 6319-1264,"Campo Elisa Pereira, 25, Andiroba, 65640404 Silva Grande / RJ",Inativo
1644,Breno Ribeiro,Cliente,481.352.906-24,zcasa-grande@example.com,51 0555 2526,"Vale de Dias, Jardim Atlântico, 01655381 Novais / RN",Ativo
1645,Ana Luiza Mendonça,Cliente,218.075.936-30,prodrigues@example.org,(041) 6893 0213,"Viaduto de Vieira, 69, Estrela Do Oriente, 81477480 Mendonça / AP",Ativo
1646,Sr. Guilherme Brito,Cliente,762.901.345-07,beniciofonseca@example.com,(084) 5734 5705,"Viela de da Mota, Alto Das Antenas, 56213753 Vargas da Praia / SC",Inativo
1647,Lavínia Câmara,Fornecedor,85.103.692/0001-56,ribeirolevi@example.net,(081) 7308-1634,"Parque Costela, 8, Barreiro, 48162-428 da Rocha das Pedras / SE",Inativo
1648,Gael Câmara,Cliente,510.497.328-04,macedobenjamin@example.org,+55 31 5088 2527,"Travessa Mendes, 48, Ermelinda, 30667-454 Almeida / PI",Ativo
1649,Enrico Caldeira,Cliente,439.602.175-52,imarques@example.org,31 7379-0570,"Lago Thiago Barbosa, 62, São Pedro, 89470-663 Moura de Minas / GO",Ativo
1650,Pedro Lucas Rodrigues,Fornecedor,75.638.904/0001-46,zalbuquerque@example.net,+55 11 4944-7855,"Lagoa de Araújo, Flavio De Oliveira, 80098-710 Cassiano de Dias / AL",Ativo
1651,Samuel Sá,Cliente,672.951.308-02,oabreu@example.com,(011) 1056-0968,"Condomínio da Luz, 49, Vila Atila De Paiva, 71321-581 Vieira de Castro / DF",Ativo
1652,Luiz Fernando Vieira,Cliente,924.703.568-65,ynovaes@example.net,51 6483 8175,"Conjunto Rezende, 75, Ernesto Nascimento, 05235-773 Caldeira / AL",Ativo
1653,Luiz Miguel Santos,Cliente,163.579.820-59,lteixeira@example.com,41 4811 4486,"Parque Moraes, 71, Vila Real 2ª Seção, 33903997 Ribeiro Paulista / SC",Ativo
1654,Mathias Oliveira,Cliente,457.061.238-53,xmarques@example.com,+55 51 2528 2453,"Vila Heloisa Fogaça, 19, Marieta 3ª Seção, 02764886 Gomes Verde / SC",Inativo
1655,Diego Souza,Fornecedor,84.631.790/0001-01,larissa80@example.org,0900-752-1309,"Morro Kevin Vargas, Lagoinha, 14369170 Nogueira da Praia / MS",Ativo
1656,Davi Luiz Sá,Fornecedor,59.480.612/0001-71,amanda12@example.org,+55 (061) 9831 6704,"Passarela de Sá, 80, Cardoso, 86320519 Moura / SE",Inativo
1657,Maria Vitória Cavalcanti,Cliente,684.137.502-53,luisa77@example.org,+55 11 1789-0073,"Esplanada Maria Flor Câmara, Santa Cecilia, 45274530 Marques da Mata / AL",Inativo
1658,Renan Nunes,Cliente,391.875.426-09,carvalhobernardo@example.net,41 6747-9050,"Viaduto Caldeira, 28, Vila Da Luz, 87755-186 Nascimento de Ribeiro / RN",Inativo
1659,Davi Moraes,Fornecedor,38.740.621/0001-84,ana-julia98@example.org,+55 (021) 9713-1404,"Chácara Felipe Moura, 97, Conjunto Santa Maria, 49313971 Nunes de Mendonça / AC",Inativo
1660,Maria Julia Alves,Fornecedor,42.806.175/0001-30,mendoncamarcos-vinicius@example.org,+55 (041) 4745-9871,"Sítio Isabela Novaes, 6, Vila Boa Vista, 68537-449 Nascimento de Lopes / BA",Inativo
1661,Ana Sophia das Neves,Cliente,139.085.267-95,tribeiro@example.com,+55 84 0638-5296,"Favela Moura, 16, Vila Das Oliveiras, 31619467 Silva / PR",Ativo
1662,Isabella da Cruz,Fornecedor,54.203.976/0001-90,luanfernandes@example.net,71 1352 7340,"Estação Cavalcante, 36, Inconfidência, 45004-341 Ramos / PB",Inativo
1663,Sr. Bryan Brito,Fornecedor,45.029.836/0001-57,antonella52@example.org,+55 (081) 4676-3331,"Conjunto Calebe Pires, 98, Serrano, 25918632 Almeida Verde / PR",Ativo
1664,Ana Luiza das Neves,Fornecedor,07.516.823/0001-13,mpastor@example.com,+55 (071) 2770 6388,"Jardim das Neves, 230, Aparecida, 72961476 da Cunha / AM",Inativo
1665,Yago da Mota,Cliente,41.853.276/0001-08,email_invalid,ABC123,"Vale Costela, 78, Vila Cloris, 28727-241 da Cunha das Flores / BA",Desativo
1666,Bruno Azevedo,Cliente,743.890.156-48,sramos@example.com,0800-071-1267,"Colônia de Costa, 4, Horto Florestal, 83516-341 Lima do Norte / SE",Inativo
1667,Dr. Léo Andrade,Fornecedor,65.437.918/0001-48,hrodrigues@example.net,(084) 0965 7872,"Travessa de Pereira, 472, Vila União, 25499471 Lima do Oeste / PI",Ativo
1668,Fernando Pires,Fornecedor,13.264.098/0001-36,gael06@example.net,+55 (051) 8028 9156,"Aeroporto Peixoto, 44, Pousada Santo Antonio, 22763234 Castro da Prata / BA",Ativo
1669,Anthony Cavalcante,Fornecedor,62.457.903/0001-53,ana-beatriz00@example.com,(081) 3276-3076,"Aeroporto de Nogueira, 43, Vila Da Luz, 70941-956 Fonseca de Macedo / RO",Ativo
1670,Allana da Rocha,Fornecedor,75.164.239/0001-04,vargasbruna@example.com,11 0183 1782,"Ladeira Maria Luísa Barros, 14, Vila Mangueiras, 74431-570 da Conceição / PE",Inativo
1671,Lunna Machado,Fornecedor,54.976.218/0001-05,emanuel70@example.com,(081) 7379-8952,"Trecho Ágatha da Costa, 17, Vila São João Batista, 22295-350 Cassiano Verde / SC",Ativo
1672,Breno Cirino,Cliente,407.362.981-69,yalbuquerque@example.org,(084) 0692 9659,"Setor Fonseca, 620, Vila Copacabana, 26186767 Melo das Pedras / PI",Ativo
1673,Lucca Ramos,Fornecedor,38.124.057/0001-75,pedro-henriquenascimento@example.org,61 2822 4852,"Distrito Benicio Moreira, Minas Caixa, 40164-758 Guerra / PR",Inativo
1674,Marcela Fonseca,Fornecedor,39.064.258/0001-97,maitesousa@example.com,41 4658 4095,"Favela Vargas, 7, Miramar, 92793-172 Sales / ES",Ativo
1675,Sra. Maria Luísa Nascimento,Fornecedor,207.916.384-13,email_invalid,ABC123,"Travessa Camargo, 389, Vila São Rafael, 13781-839 Ferreira de Martins / MG",
1676,Lara Aragão,Cliente,435.860.291-60,rafael87@example.org,+55 (031) 6348-2278,"Viaduto Paulo Nunes, 739, Conjunto Bonsucesso, 36750934 Andrade / TO",Inativo
1677,Aurora Vargas,Cliente,38.172.954/0001-54,email_invalid,ABC123,"Vale Emanuelly Novais, 66, Morro Dos Macacos, 01153-616 Silva / AM",ativo
1678,Fernando Correia,Cliente,14.290.537/0001-48,email_invalid,ABC123,"Alameda Araújo, 38, Santa Tereza, 56234940 Monteiro / PB",
1679,Luara Gomes,Fornecedor,04.265.179/0001-60,alexiasiqueira@example.org,+55 11 8377 0439,"Sítio Isaque Casa Grande, Ipe, 15902097 Moraes / MT",Inativo
1680,Arthur Miguel Montenegro,Cliente,157.984.036-10,joaquim01@example.org,21 3675-2064,"Praça Correia, 9, Alta Tensão 1ª Seção, 73181190 Cavalcanti / MG",Ativo
1681,Clarice Rodrigues,Cliente,23.601.879/0001-22,email_invalid,ABC123,"Sítio Rafaela Fonseca, 32, São Marcos, 48612186 da Mota / AC",Desativo
1682,Nathan Cirino,Cliente,279.604.318-50,leonardo75@example.com,+55 31 6865 4655,"Setor Castro, 6, Penha, 54904942 Novais Alegre / MA",Inativo
1683,Hellena Duarte,Fornecedor,86.275.410/0001-60,valentina79@example.com,+55 (084) 1837 3390,"Núcleo Aylla Cassiano, Castanheira, 92468-721 Campos de Martins / DF",Ativo
1684,João Miguel Duarte,Fornecedor,25.038.496/0001-13,leandrogoncalves@example.com,+55 (084) 9705 4803,"Travessa Ramos, 476, Nova Granada, 56650988 Nascimento / SC",Ativo
1685,Gael Castro,Cliente,680.391.742-87,eloaoliveira@example.com,+55 (061) 5821-0317,"Praça Luna Caldeira, 7, Vila Batik, 14904436 Silveira de Goiás / ES",Ativo
1686,Hellena Jesus,Cliente,214.036.798-78,pedro-henriquesa@example.net,+55 (011) 8222-2839,"Quadra de Monteiro, 567, Barro Preto, 25447-172 Montenegro do Oeste / MG",Ativo
1687,Sr. Renan Pires,Fornecedor,63.924.710/0001-28,noahteixeira@example.net,+55 81 6751 1705,"Morro da Rosa, 80, Planalto, 58373-508 Albuquerque / AM",Inativo
